year,vin,makename,modelname,color,status
2014,1FT8W3BT7EEB12427,Ford,F350,Tuxedo Black Metalli,S
2014,1FADP3K22EL247240,Ford,Focus,Sterling Gray Metall,S
2014,1FMCU9G96EUC21849,Ford,Escape,Sterling Gray,S
2014,1FADP3J25EL209356,Ford,Focus,White Platinum Tri-C,S
2014,1FTMF1ET3EFA29683,Ford,F150,Tuxedo Black Metalli,S
2014,3FA6P0D93ER234192,Ford,Fusion,Ingot Silver Metalli,S
2014,1ZVBP8EM6E5284725,Ford,Mustang,Sterling Gray Metall,S
2014,1ZVBP8AM7E5288479,Ford,Mustang,Race Red,S
2014,1FT7X2B64EEB41445,Ford,F250,Oxford White,S
2005,2GCEK13T051131565,Chevrolet,Silverado 1500,White,NULL
2014,1FMCU9J91EUC37305,Ford,Escape,Ingot Silver Metalli,S
2014,1FTFW1ET2EKD59718,Ford,F150,Oxford White,S
2014,1FMCU9J93EUC44997,Ford,Escape,White Platinum Tri-C,S
2014,1FM5K8GT9EGB73203,Ford,Explorer,White Platinum Met T,S
2013,1FTFW1ET8DKE92983,Ford,F150,Tuxedo Black Metalli,S
2014,KNAFX4A67E5134799,Kia,Forte,Crimson Red,S
1996,4S3BK4351T7313359,Subaru,Legacy,Green,NULL
2013,2FMDK4JCXDBE18710,Ford,Edge,Tuxedo Black Metalli,S
2009,1FTRX14W69KB40689,Ford,F150,White,NULL
2012,3FAHP0JA7CR380129,Ford,Fusion,Black,S
2013,1FADP5BU5DL523180,Ford,C-Max,Silver,S
2011,1FTFW1ET2BFD12807,Ford,F150,White,S
2008,1N4AL21EX8N476472,Nissan,Altima,White,S
2013,3FA6P0K95DR307029,Ford,Fusion,Black,S
2011,2HGFG1A61BH506080,Honda,Civic,Blue,S
2014,1FT7X2B69EEB25189,Ford,F250,Oxford White,S
2014,1FT7W2BT0EEA03684,Ford,F250,Oxford White,S
2011,1B3BD4FBXBN608919,Dodge,Avenger,Silver,S
2014,19XFB2F83EE021761,Honda,Civic Coupe,Silver,S
2006,1GCCS148768152073,Chevrolet,Colorado,NULL,S
2009,5J6YH18959L001090,Honda,Element,NULL,S
2004,JTJBT20X940037284,Lexus,Gx470,NULL,S
2011,JTMHY7AJ1B4006266,Toyota,Land Cruiser,NULL,S
2014,2FMGK5C81EBD16144,Ford,Flex,Ingot Silver Metalli,S
2012,JN1CV6EK4CM424728,Infiniti,G37,NULL,S
2014,1FADP3J29EL209358,Ford,Focus,Sterling Gray Metall,S
2007,3MEHM08137R658764,Mercury,Milan,NULL,S
2008,1FTPW14V78KD96629,Ford,F150,White,NULL
2014,1FADP3F26EL224277,Ford,Focus,Oxford White,S
2005,NULL,Pontiac,Gto,NULL,NULL
1999,2HKRL1869XH517212,Honda,Odyssey,NULL,NULL
2014,3C6JR6CT6EG221602,Dodge,Ram,Black Clear,S
2014,1FTFW1ET3EKD52275,Ford,F150,Oxford White,S
2014,1FADP3F25EL184564,Ford,Focus,Ingot Silver Metalli,S
2014,1FADP3N28EL209362,Ford,Focus,Sterling Gray Metall,S
2009,5FNRL38819B030701,Honda,Odyssey,Blue,S
2014,3FADP4BJ1EM174468,Ford,Fiesta,Performance Blue,S
2014,1FADP3K22EL209359,Ford,Focus,Ruby Red Tinted Clea,S
2014,1FTFX1EF1EFA44750,Ford,F150,Oxford White,S
2014,3FA6P0H79ER241382,Ford,Fusion,Ingot Silver Metalli,S
2014,1FMCU9JX0EUC21739,Ford,Escape,Tuxedo Black Metalli,S
2010,2B3CA3CV8AH180944,Dodge,Charger,Silver,S
2014,3C4PDCAB2ET217158,Dodge,Journey,White,S
2014,1FADP3N25EL247244,Ford,Focus,White Platinum Tri-C,S
2014,2C4RDGBG0ER318597,Dodge,Grand Caravan,Bright White,S
2014,3C6JR6CT2EG221774,Dodge,Ram,Black Clear,S
2014,3FA6P0LU2ER268615,Ford,Fusion Hybrid,Ruby Red Tinted Clea,S
2014,1FMCU9J92EUC59779,Ford,Escape,Sunset Metallic,S
2008,1FTPW14V78KB96317,Ford,F150,Blue,NULL
2013,1FTFW1ET3DKF85443,Ford,F150,Kodiak Brown Metalli,S
2013,1FBSS3BL5DDA22719,Ford,E350 Super Duty,Vermillion Red,S
2010,1FTFX1EV4AKC34096,Ford,F150,NULL,NULL
2014,4JGDA5HB6EA343944,Mercedes-Benz,Ml350 4Matic,White,S
2014,1HGCR2F52EA162961,Honda,Accord,Black,S
2012,3N1AB6AP1CL627099,Nissan,Sentra,NULL,S
2007,3FAHP02197R132520,Ford,Fusion,Black,NULL
2007,1FTPW14V67KD45959,Ford,F150,Blue,NULL
2009,4T4BE46K29R055938,Toyota,Camry,White,NULL
2009,3D4GG47B09T574626,Dodge,Journey,Red,NULL
2014,3FADP4EJ5EM100529,Ford,Fiesta,Blue,S
2012,1FAHP3K25CL237378,Ford,Focus,White,S
2011,1FMJK2A55BEF00967,Ford,Expedition,Black,S
2010,1FTFW1EV2AFC30737,Ford,F150,Black,S
2013,1FADP3F28DL280056,Ford,Focus,White,S
2014,1FADP3N25EL156085,Ford,Focus,White Platinum Tri-C,S
2014,1FADP3N25EL161853,Ford,Focus,Sterling Gray Metall,S
2014,3FA6P0D95ER163724,Ford,Fusion,Oxford White,S
2014,2FMDK4AK7EBA06222,Ford,Edge,White Platinum Met T,S
2014,2FMDK4KC4EBA17945,Ford,Edge,Ruby Red,S
2014,5FNRL5H94EB084749,Honda,Odyssey,Red,S
2011,3FADP4BJ8BM226349,Ford,Fiesta,Silver,S
2011,1FMCU9E78BKC65683,Ford,Escape,Gray,S
2010,1FAHP2EW0AG111654,Ford,Taurus,White,S
2011,JTHBK1EG7B2468389,Lexus,Es350,Black,S
2012,3C4PDCAB7CT238116,Dodge,Journey,Black,S
2014,1FT8W3BTXEEA38078,Ford,F350,Tuxedo Black Metalli,S
2014,1FTFW1ET2EKD25942,Ford,F150,Sterling Gray,S
2014,1ZVBP8CF5E5262090,Ford,Mustang,Sterling Gray Metall,S
2014,1FADP3K20EL197583,Ford,Focus,Tuxedo Black Metalli,S
2014,1FMCU9GXXEUB30534,Ford,Escape,Oxford White,S
2014,1FTFX1EF5EFA44749,Ford,F150,Sterling Gray Metall,S
2014,1FTFX1ET3EFA84429,Ford,F150,Sterling Gray Metall,S
2012,4T1BF1FK3CU065343,Toyota,Camry,Black,S
2014,1FTFW1EF5EKD52269,Ford,F150,Tuxedo Black Metalli,S
2014,3FA6P0PU3ER268617,Ford,Fusion,Sterling Gray Metall,S
2014,1FMCU9GX3EUC59778,Ford,Escape,Oxford White,S
2011,4JGBB8GB3BA696919,Mercedes-Benz,Ml350 4Matic,???,NULL
2011,WDDHF8HB8BA394453,Mercedes Benz,E350 W4,???,NULL
2004,WDBVF78J54A000925,Mercedes Benz,Maybach 57,???,NULL
2006,1FTWW31P46EA92408,Ford,F350,Grey,NULL
2013,2FMDK4JC5DBE33793,Ford,Edge,Ingot Silver Metalli,S
2011,JTMRK4DV3B5099319,Toyota,Rav4,Black,S
2013,2FMDK4GC3DBE37798,Ford,Edge,Tuxedo Black Mt,S
2014,1FM5K8GTXEGA69464,Ford,Explorer,White,NULL
2013,2FMHK6DT5DBD15722,Ford,Flex,Blue,S
2014,3C6UR5NL7EG189442,Ram,Ram,Red,S
2006,2B3KA53H76H323021,Dodge,Charger,NULL,NULL
2014,3C6UR5ML8EG199625,Dodge,Ram,Bright White,S
2007,1D4GP25B57B217402,Dodge,Caravan,Silver,S
2013,3LN6L2JK5DR812179,Lincoln,Mkz,Gray,S
2013,1FM5K8GT1DGB75607,Ford,Explorer,Black,S
2013,1FADP3K26DL214014,Ford,Focus,Black,S
1995,2FTEF25H6SCA14141,Ford,F250,White,NULL
2014,3FA6P0H7XER202610,Ford,Fusion,Oxford White,S
2014,1FM5K8F8XEGB42846,Ford,Explorer,White Platinum,S
2009,JTNBB46K293049534,Toyota,Camry,Red.,S
2014,KMHDH4AE0EU056799,Hyundai,Elantra,Gray,S
2014,1FTFW1ETXEFA14851,Ford,F150,Ruby Red,S
2014,1FTFW1EF0EKD39106,Ford,F150,Sterling Gray,S
2014,2C3CDXBG9EH230292,Dodge,Charger,Tor Red,S
2014,1C4PJMCS2EW219448,Jeep,Cherokee,Silver Metallic,S
2015,1GNSKBKC3FR111563,Chevrolet,Tahoe,Summit White,S
2015,1GNSKCKC8FR114285,Chevrolet,Tahoe,Black,S
2013,1FAHP2H88DG113721,Ford,Taurus,Silver,S
2014,1FT7W2B60EEB51411,Ford,F250,Oxford White,S
2012,5NPEB4AC1CH460002,Hyundai,Sonata,Silver,S
2014,1FTNF1EF9EKD69992,Ford,F150,Oxford White,S
2013,1FTPF1EF1DKF98772,Ford,F150,Oxford White,S
2005,1FTSW21P35EA21451,Ford,F250,Gray,NULL
2007,3A8FY68B37T539424,Chrysler,Pt Cruiser,Blue,NULL
2013,2LMDJ8JK6DBL16651,Lincoln,Mkx,Black,S
2014,2C3CCAAG1EH220891,Chrysler,300,Pau Granite Crystal,S
2008,3GSDL43N48S601833,Saturn,Vue,Silver,NULL
2013,1FM5K8F8XDGC35008,Ford,Explorer,Silver,S
2013,1FADP3K28DL267605,Ford,Focus,White,S
2013,1FADP3F2XDL373516,Ford,Focus,Silver,S
2014,3FA6P0D93ER163723,Ford,Fusion,White Platinum Met T,S
2014,1ZVBP8AM9E5275037,Ford,Mustang,Sterling Gray,S
2014,1FD8W3HT0EEA84912,Ford,F350,Oxford White,S
2014,1FADP3K25EL237107,Ford,Focus,Race Red,S
2014,2FMDK4AK9EBA17867,Ford,Edge,Tuxedo Black Metalli,S
2014,1FMCU9GX6EUC21736,Ford,Escape,Tuxedo Black Metalli,S
2014,3FADP4FJ1EM195945,Ford,Fiesta,Oxford White,S
2014,3FA6P0SUXER255547,Ford,Fusion,White Platinum Met T,S
2014,1C4NJPBA7ED775140,Jeep,Patriot,Px8 Black Clear Coat,S
2014,1FTBF2B66EEB51410,Ford,F250,Oxford White,S
2014,1C4NJPFA3ED757809,Jeep,Patriot,Par Maximum Steel Me,S
2014,1FTNF1EF0EKD69993,Ford,F150,Oxford White,S
2014,5J6RM4H59EL060605,Honda,Cr-V,Blue,S
2012,5TDKK3DCXCS208624,Toyota,Sienna,White,S
2013,5TDBK3EH4DS188656,Toyota,Highlander,Pearl White,S
2013,1FTFW1ET3DFE04768,Ford,F150,Ruby Red Metallic,S
2013,1FADP5BU7DL503660,Ford,C-Max,Sterling Gray,S
2013,2FMDK4GC8DBA83177,Ford,Edge,Ingot Silver,S
2011,1FT8W3BT9BEA85050,Ford,F350,Black,NULL
2005,2D4FV48VX5H529299,Dodge,Magnum,Silver,NULL
2009,1FAHP35N79W199150,Ford,Focus,Silver,NULL
2011,1FMCU9DG9BKB28883,Ford,Escape,White,S
2012,1FMHK7D82CGA33210,Ford,Explorer,White,NULL
2014,1FTFW1ET0EKD59717,Ford,F150,Oxford White,S
2014,1FT8W3BT0EEB63168,Ford,F350,Tuxedo Black Metalli,S
2011,3D7UT2CL3BG625832,Dodge,Ram 2500,Silver,S
2014,1FTNF1EF7EKD69991,Ford,F150,Oxford White,S
2014,1G1PJ5SBXE7184667,Chevrolet,Cruze,Red Hot,S
2002,WA1YD64B62N072598,Audi,Allroad Quattro,Green,NULL
2014,1ZVBP8CF1E5226655,Ford,Mustang,Green,NULL
2013,1FADP3F22DL296107,Ford,Focus,White,NULL
2011,1FMJU2A50BEF24457,Ford,Expedition,Grey,NULL
2012,3FADP4CJ8CM194924,Ford,Fiesta,Silver,S
2014,19XFB2F81EE022942,Honda,Civic,Black,S
2013,3FA6P0LU4DR250602,Ford,Fusion Se V6,Black,S
2012,3N1BC1CP3CK813802,Nissan,Versa,Black,S
2014,3FA6P0H73ER176867,Ford,Fusion,Oxford White,S
2014,3FADP4EJ1EM160209,Ford,Fiesta,Ingot Silver Metalli,S
2014,1FTFW1ET8EKD06053,Ford,F150,Oxford White,S
2014,19XFB2F57EE021607,Honda,Civic Coupe,Silver,S
2014,1FA6P0G7XE5351023,Ford,Fusion,Oxford White,S
2012,1FMHK8D83CGA04790,Ford,Explorer,NULL,S
2014,2FMDK4AK0EBA29826,Ford,Edge,Ingot Silver Metalli,S
2014,1FADP3F20EL209354,Ford,Focus,Ruby Red Tinted Clea,S
2014,1FMCU9G90EUB62913,Ford,Escape,White Platinum Tri-C,S
2013,1C3CDFBA9DD335738,Dodge,Dart,Gray,S
2008,4NUDS13S482700221,Isuzu,Ascender,NULL,S
2014,2FMDK4KC1EBA06224,Ford,Edge,White Platinum Met T,S
2012,1C6RD7PT4CS314030,Dodge,Ram 1500,Gray,S
2014,1FADP3E27EL237105,Ford,Focus,Tuxedo Black Metalli,S
2014,2FMDK4JC1EBA17869,Ford,Edge,Tuxedo Black Metalli,S
2014,3FA6P0PU3ER241384,Ford,Fusion,Ingot Silver Metalli,S
2014,1FADP5CU3EL503140,Ford,C-Max,White Platinum Met T,S
2004,1D7HA16K14J111497,Dodge,Ram 1500,White,S
2014,1FMCU9J9XEUC37304,Ford,Escape,Sterling Gray Metall,S
2014,3FA6P0H9XER268611,Ford,Fusion,White Platinum Met T,S
2013,5TDYK3DCXDS387985,Toyota,Sienna,03Q3/Salsa Red Pearl,S
2015,1GC1KWE83FF101667,Chevrolet,Silverado 2500,Black,S
2014,1FT8W3BT4EEB51413,Ford,F350,White Platinum Met T,S
2014,1FT8W3BT0EEB63171,Ford,F350,Tuxedo Black Metalli,S
2002,YV1RH58D022141530,Volvo,S60,NULL,S
2009,1G1ZG57K094237626,Chevrolet,Malibu,Silver,S
2013,5J6RM4H58DL031434,Honda,Cr-V,Silver,S
2013,5NPDH4AE9DH159572,Hyundai,Elantra,White,S
2013,1FTFW1ET3DKG49741,Ford,F150,Oxford White,S
2012,1ZVBP8AM9C5286939,Ford,Mustang,NULL,S
2006,1G1AK55F067704698,Chevrolet,Cobalt,Gold,NULL
2005,5FNRL38785B132479,Honda,Odyssey,NULL,NULL
2001,JT3GN86R510209910,Toyota,4Run,Silver,S
2010,JTDKT4K34A5289385,Toyota,Yaris,Blue,NULL
2007,4A3AK24F07E023751,Mitsubishi,Eclipse,Orange,S
2012,3FADP4FJ8CM106952,Ford,Fiesta,White,S
2012,1C4SDJET2CC183037,Dodge,Durango,Gray,NULL
2004,KL5VJ52L14B119831,Suzuki,Verona,NULL,NULL
2010,3FAHP0HA4AR404826,Ford,Fusion,Black,S
2013,1C3CDZCGXDN741719,Dodge,Avenger,Red,S
2012,2T1BU4EE9CC786643,Toyota,Corolla,Black,S
2013,2C3CDXDT1DH693441,Dodge,Charger,Black,S
2012,5NPEB4AC5CH467535,Hyundai,Sonata,Blue,S
2012,1FAHP3N29CL262537,Ford,Focus,Blue,S
2011,1FAHP2FW4BG190505,Ford,Taurus,White,S
2013,1FADP3K25DL280151,Ford,Focus,Black,S
2014,3FA6P0LU3ER150119,Ford,Fusion Hybrid,Tuxedo Black Metalli,S
2014,1FTFX1EF8EKD18159,Ford,F150,Oxford White,S
2014,3C6TR5DT8EG225684,Dodge,Ram,Western Brown,S
2014,1C4NJPBB1ED752882,Jeep,Patriot,Rugged Brown,S
2014,1FT8W3BT4EEB07542,Ford,F350,Tuxedo Black,S
2014,1FTFW1ET1EKD31795,Ford,F150,Sterling Gray,S
2012,3C3CFFER6CT201967,Fiat,500 Convertable,White,S
2012,1C3CCBAB2CN261805,Chrysler,200,Silver,S
2013,1C3CDFBA2DD195192,Dodge,Dart,Med Blue,S
2013,5NPDH4AE7DH236553,Hyundai,Elantra,White,S
2012,1G1PD5SH9C7171353,Chevrolet,Cruze,Blue,S
2013,1C3CDZCB4DN665791,Dodge,Avenger,Black,S
2007,1FAFP34N37W129456,Ford,Focus,White,S
2013,3VWPP7AJ7DM635811,Volkswagen,Jetta,White,S
2005,WVGZM77L55D064115,Volkswagen,Touareg,Silver,S
2014,1FADP3K25EL197580,Ford,Focus,Ingot Silver Metalli,S
2014,1ZVBP8CF6E5270313,Ford,Mustang,Race Red,S
2014,3FA6P0HDXER247584,Ford,Fusion,Dark Side,S
2014,1FADP3K28EL247243,Ford,Focus,Ruby Red Tinted Clea,S
2014,3FA6P0LU4ER268616,Ford,Fusion Hybrid,Ingot Silver Metalli,S
2014,1FTFW1EFXEKD59721,Ford,F150,Race Red,S
2014,1FT8W3BT2EEB63172,Ford,F350,Sterling Gray Metall,S
2013,2FMDK4GC9DBE25851,Ford,Edge,White Suede,S
2013,2FMDK4KC4DBE37803,Ford,Edge,Mineral Gray Metalli,S
2013,3FA6P0H7XDR100853,Ford,Fusion,White Platinum,S
1998,2FTZF0768WCA67768,Ford,F150,Black,NULL
2009,3D7KS28L09G544316,Dodge,Ram 2500,Dodge,NULL
2014,1FADP3F29EL184566,Ford,Focus,Sterling Gray Metall,S
2014,1FADP3N24EL123417,Ford,Focus,White Platinum Tri-C,S
2014,3FA6P0H99ER202650,Ford,Fusion,White Platinum,S
2014,1FTFW1EF9EFA29707,Ford,F150,Oxford White,S
2014,1FTFW1EF2EFA44744,Ford,F150,Oxford White,S
2014,1FMCU9GX0EUB79998,Ford,Escape,Sunset Metallic,S
2014,1FTFW1ET7EFA38086,Ford,F150,Ruby Red Metallic Ti,S
2014,3N1CE2CP7EL407541,Nissan,Versa,Brilliant Silver Met,S
2014,1FAHP2D84EG148022,Ford,Taurus,Sterling Gray Metall,S
2011,1N6AD0EV4BC402860,Nissan,Frontier,NULL,S
2014,2FMDK4JC8EBA17870,Ford,Edge,Oxford White,S
2014,3FA6P0H75ER247583,Ford,Fusion,Ruby Red Tinted Clea,S
2014,5FNYF4H5XEB027370,Honda,Pilot,Black,S
2011,2FMHK6DC1BBD25323,Ford,Flex,Maroon,S
2014,1FT8W3BT9EEB34686,Ford,F350,Ingot Silver Metalli,S
2013,3VWDX7AJ1DM272022,Volkswagen,Jetta,Silver,S
2002,JTEHF21A320079537,Toyota,Highlander,Blk,S
2012,WBAUN7C52CVM25890,Bmw,135I Cv,NULL,S
2002,JF1SF63512G720697,Subaru,Forester,NULL,S
2013,3VWDP7AJ1DM215934,Volkswagen,Jetta,NULL,S
2012,WVWFD7AJ2CW003806,Volkswagen,Gti,White,S
2011,3VWLL7AJ0BM071006,Volkswagen,Jetta,Black/Black,S
2014,1ZVBP8EM0E5288480,Ford,Mustang,Black,S
2014,1FTRF3B61EEB68328,Ford,F350,Oxford White,S
2013,5TFLU4EN3DX065273,Toyota,Tacoma,NULL,S
2014,1FT8W3BT2EEB63169,Ford,F350,Ingot Silver Metalli,S
2014,4T1BF1FK6EU754828,Toyota,Camry,NULL,S
2014,1FTNF1EF5EKD69990,Ford,F150,Oxford White,S
2014,3FA6P0LU0ER268614,Ford,Fusion Hybrid,Sunset,S
2014,2FMDK4JC1EBA37720,Ford,Edge,Ruby Red Metallic Ti,S
2014,1FT8W3BT9EEB63167,Ford,F350,White Platinum Met T,S
2008,2HGFG12948H544730,Honda,Civic,Black,NULL
2014,1FTFW1ET0EKD67428,Ford,F150,White Platinum Metal,S
2014,1FTFW1ET9EKD67427,Ford,F150,Tuxedo Black Metalli,S
2014,3C4PDCBGXET120137,Dodge,Journey,Ps2 Bright Silver Me,S
2012,2FMDK4AK1CBA23014,Ford,Edge,Blue,S
2014,1FTFW1ET5EKD80918,Ford,F150,Tuxedo Black Metalli,S
2014,1FTFX1EF9EKD77348,Ford,F150,Ingot Silver Metalli,S
2014,3C4PDCBG4ET121493,Dodge,Journey,Px8 Pitch Black Clea,S
2009,1FAHP36N89W156791,Ford,Focus,Silver,NULL
2014,3C4PDCBG3ET120187,Dodge,Journey,Pw3 White,S
2012,2FMDK4KC9CBA70198,Ford,Edge,Silver,NULL
2014,1FADP3N21EL197586,Ford,Focus,Sterling Gray Metall,S
2011,2FMDK4KC4BBA86484,Ford,Edge,Silver,S
2014,2FMHK6D84EBD05146,Ford,Flex,White,S
2014,3C4PDCBG5ET120188,Dodge,Journey,Pw3 White,S
2008,2LMDU88C38BJ04933,Lincoln,Mkx,Silver,S
2014,1FADP3K2XEL200490,Ford,Focus,White,S
2009,2FMDK49C79BA31088,Ford,Edge,White,S
2014,1FADP3N28EL100075,Ford,Focus,Sterling Gray,S
2014,1FTFW1ET8EFA29901,Ford,F150,White Platinum,S
2014,3FA6P0K99ER150199,Ford,Fusion,Sterling Gray,S
2014,3FA6P0H7XER255677,Ford,Fusion,Oxford White,S
2014,3FA6P0LU3ER163727,Ford,Fusion Hybrid,Oxford White,S
2014,3C4PDCBG6ET118675,Dodge,Journey,Pw3 White,S
2014,1FMCU9GX9EUB79997,Ford,Escape,Sterling Gray Metall,S
2014,2FMDK4JC8EBA06223,Ford,Edge,Sunset Metallic,S
2014,3C4PDCBG3ET140956,Dodge,Journey,Px8 Pitch Black Clea,S
2014,1FMCU9J98EUC37303,Ford,Escape,White Platinum Tri-C,S
2014,1FADP5CU2EL503940,Ford,C-Max,Ingot Silver Metalli,S
2014,1FTRF3B6XEEB68327,Ford,F350,Oxford White,S
2014,1FT8W3BT9EEB63170,Ford,F350,Oxford White,S
2008,5TFBT54138X012761,Toyota,Tundra,Blue,NULL
2014,1C3CDFBB5ED672112,Dodge,Dart,Par Maximum Steel Me,S
2007,JN8AZ08W97W604208,Nissan,Murano,Silver,S
2007,5GTDN13E978104409,Hummer,H3,Black,S
2001,3VWST29M61M007211,Volkswagen,Jetta,Red,S
2005,1C4GP45R85B394481,Chrysler,Town & Country,White,S
2009,1B3HB48A39D157160,Dodge,Caliber,Blue,S
2005,1N6AA07A55N530410,Nissan,Titan,Red,S
2006,1G2ZF55BX64161491,Pontiac,G6,Gray,S
2013,1C6RR6FGXDS697750,Ram,1500,Silver,S
2004,1J4FA39S34P739111,Jeep,Wrangler,Red,S
2013,4T1BF1FK6DU213308,Toyota,Camry,Gray,G
2013,KM8JUCAC9DU608242,Hyundai,Tucson,Silver,S
2013,2C3CCAAGXDH707408,Chrysler,300,Grey,S
2009,3GSDL53739S558627,Saturn,Vue,Red,S
2010,1J4BA5H1XAL156556,Jeep,Wrangler Unlimited,Red,NULL
2007,3D3KS19D37G828989,Dodge,Ram 2500,White,NULL
2013,1FMCU9H9XDUC38294,Ford,Escape,Silver,S
2014,1ZVBP8AM7E5259273,Ford,Mustang,Oxford White,S
2014,1FA6P0HD6E5353209,Ford,Fusion,Oxford White,S
2014,1FTFW1ETXEFA70157,Ford,F150,Oxford White,S
2014,3FA6P0RU0ER255546,Ford,Fusion,Sunset,S
2014,1FMCU9J98EUC30321,Ford,Escape,White Platinum,S
2014,3C4PDCDG1ET149068,Dodge,Journey,Px8 Pitch Black Clea,S
2014,3C4PDCBB8ET160141,Dodge,Journey,Prm Redline 2 Coat P,S
2014,3C4PDCBG2ET171471,Dodge,Journey,Px8 Pitch Black Clea,S
2014,3C4PDCBG0ET170397,Dodge,Journey,Prm Redline 2 Coat P,S
2014,2C4RC1BG1ER195148,Chrysler,Town & Country,Prp Deep Cherry Red,S
2014,1FADP3F29EL197575,Ford,Focus,Tuxedo Black Metalli,S
2013,3FA6P0LU1DR385696,Ford,Fusion Se V6,White,S
2014,1FMJU1J58EEF14905,Ford,Expedition,Sterling Gray Metall,S
2014,3FA6P0UU4ER219737,Ford,Fusion Hybrid,Sterling Gray Metall,S
2014,1FADP3J21EL229829,Ford,Focus,White Platinum Tri-C,S
2014,NM0LS7F78E1135410,Ford,Transit Connect,Frozen White Metalli,S
2014,3FADP4GX5EM190542,Ford,Fiesta,Molten Orange Metall,S
2014,1FM5K8D86EGB52728,Ford,Explorer,Tuxedo Black Metalli,S
2014,1C4RJEAG3EC423996,Jeep,Grand Cherokee,Pw7 Bright White Cle,S
2004,1G4HP52K04U230707,Buick,Lesabre,Silver,S
2013,JTDKN3DU0D1644087,Toyota,Prius,Black,S
2013,JTEBU5JR7D5122057,Toyota,4Run,Silver,S
2013,3TMLU4ENXDM117424,Toyota,Tacoma,Green,S
2011,JTEBU5JR3B5069953,Toyota,4Run,Black,S
2010,JTEBU4BFXAK076672,Toyota,Fj Cruiser,Black,S
2012,5TFHY5F10CX220677,Toyota,Tundra,White,S
2011,JTEBU4BFXBK111891,Toyota,Fj Cruiser,Gray,S
2008,JTEBU11F08K036756,Toyota,Fj Cruiser,White,S
2012,JTDKN3DUXC5408814,Toyota,Prius,White,S
2007,JHLRE48557C075918,Honda,Cr-V,NULL,S
2005,1NXBR32EX5Z382252,Toyota,Corolla,NULL,P
2010,2LMDJ8JC4ABJ11026,Lincoln,Mkx,Black,S
2007,1GYFK63817R233281,Cadillac,Escalade,Black,S
2013,1FM5K8F84DGC25302,Ford,Exp,Gray,S
2012,1FTFW1EF7CFC27487,Ford,F150,Grey,S
2002,3B7KC26642M299693,Dodge,Ram 2500,White,S
2014,KMHDH4AE9EU090563,Hyundai,Elantra,Shimmering_Air_Sil,S
2014,5TFHW5F1XEX360745,Toyota,Tundra,04U3/Sunset Bronze M,T
2013,1FTFW1EF3DFA46680,Ford,F150,Silver,S
2014,3TMLU4EN8EM148818,Toyota,Tacoma,01D6/Silver Sky Meta,S
2014,JTMBFREV0EJ001683,Toyota,Rav4,01G3/Magnetic Gray M,S
2014,JTLZE4FE3EJ050240,Toyota,Scion Xb,03R0/Sizzling Crimso,S
2004,1FMCU93114KB34435,Ford,Escape,Black,S
2003,4JGAB57EX3A407265,Mercedes-Benz,Ml350,Black,NULL
2012,3GNFL4E54CS587627,Chevrolet,Captiva,White,S
2008,1N4BL24E88C187070,Nissan,Altima,Gray,S
2014,3TMMU4FN3EM067339,Toyota,Tacoma,01G3/Magnetic Gray M,S
2011,2G1FC1ED5B9194934,Chevrolet,Camaro,Victory Red,S
2012,1C3CCBAB2CN262579,Chrysler,200,White,S
2014,4T4BF1FK4ER387661,Toyota,Camry,0040/Super White,S
2014,5TDBKRFH5ES020981,Toyota,Highlander,01D6/Silver Sky Meta,S
2014,4T1BD1FK1EU120915,Toyota,Camry,05B2/Creme Brulee Mi,S
2014,JTDKN3DU0E0362569,Toyota,Priu,01F7/Classic Silver,S
2014,JTDKN3DU0E1798333,Toyota,Priu,03R3/Barcelona Red M,S
2014,JTDKN3DU8E1799861,Toyota,Priu,070/Blizzard Pe,S
2014,JTDKN3DU3E0362548,Toyota,Priu,03R3/Barcelona Red M,S
2014,JTDKTUD36ED593486,Toyota,Yaris,0040/Super White,S
2014,3TMLU4EN0EM149994,Toyota,Tacoma,03R3/Barcelona Red M,S
2014,1C3CDZAB0EN226916,Dodge,Avenger,Pau Granite Crystal,S
2006,JS1GW71A562107548,Suzuki,Gsx,White,S
2014,JTEBU5JR5E5173624,Toyota,4Run,01F7/Classic Silver,S
2004,1D7HA18D04S532037,Dodge,Ram 1500,Red,S
2005,1GTEK14T05Z205184,Gmc,Sierra 1500,NULL,S
2004,TRUUF28N341015223,Audi,Tt Roadster Quattro,Yellow,S
2014,3C4PDCBG7ET157016,Dodge,Journey,Pau Granite Crystal,S
2012,1FMHK8D89CGA68977,Ford,Explorer,Black,S
1999,4JGAB54E9XA055550,Mercedes-Benz,Ml320,Silver,S
2014,3C4PDCBG0ET106392,Dodge,Journey,Pw3 White,S
2004,1FMNU40P24EC56207,Ford,Excursion,White,S
2001,1FTRW07WX1KE23917,Ford,F150,Silver,S
2009,2D8HN54159R546737,Dodge,Grand Caravan,White,S
2014,5YFBURHE9EP092790,Toyota,Corolla,01F7/Classic Silver,S
2014,1C3CDZAB3EN202397,Dodge,Avenger,Px8 Black Clear Coat,O
2014,JN8AE2KP3E9101973,Nissan,Quest,Super Black,S
2014,JN8AF5MV3ET355597,Nissan,Juke,Gun Metallic,S
2014,5YFBURHE7EP093517,Toyota,Corolla,03R3/Barcelona Red M,S
2014,4T1BF1FK1EU793939,Toyota,Camry,01F7/Classic Silver,S
